Close
0,1.04685
1,1.03575
2,1.04175
3,1.0537
4,1.06425
5,1.06725
6,1.0666
7,1.05625
8,1.0524
9,1.057
10,1.05265
11,1.0552
12,1.04875
13,1.05795
14,1.05325
15,1.05405
16,1.0674
17,1.0788
18,1.07625
19,1.05995
20,1.0553
21,1.0624
22,1.06215
23,1.0532
24,1.052
25,1.05455
26,1.06415
27,1.06015
28,1.05865
29,1.0556
30,1.0529
31,1.0493
32,1.05385
33,1.05215
34,1.0552
35,1.05205
36,1.04225
37,1.03675
38,1.03405
39,1.0299
40,1.0277
41,1.01285
42,1.01515
43,1.0024
44,1.00085
45,1.00225
46,1.0039
47,1.0038
48,1.00165
49,0.9923
50,0.99155
51,0.99755
52,0.9983
53,0.9969
54,0.98065
55,0.9868
56,0.98155
57,0.9817
58,0.97675
59,0.97205
60,0.9766
61,0.9792
62,0.9746
63,0.9737
64,0.96665
65,0.97915
66,0.9665
67,0.96875
68,0.9669
69,0.9621
70,0.95405
71,0.9538
72,0.94305
73,0.951
74,0.9347
75,0.9333
76,0.9204
77,0.9307
78,0.93485
79,0.94465
80,0.96885
81,0.959
82,0.9673
83,0.9854
84,0.97325
85,0.9838
86,0.97925
87,0.9868
88,0.9858
89,0.98825
90,0.9902
91,0.9964
92,0.9855
93,0.99825
94,0.99865
95,0.99925
96,1.0105
97,1.01165
98,1.00825
99,1.00525
100,1.0072
101,1.015
102,1.01235
103,1.02085
104,1.01715
105,1.0053
106,1.0058
107,1.0024
108,1.00145
109,0.9916
110,0.98585
111,0.98155
112,0.98005
113,0.9815
114,0.9984
115,0.9938
116,0.98965
117,1.00285
118,1.00475
119,1.00645
120,1.0101
121,1.01015
122,1.0191
123,1.01705
124,1.0184
125,1.02515
126,1.0295
127,1.02725
128,1.0349
129,1.02945
130,1.02415
131,1.00365
132,1.00805
133,1.00355
134,0.9984
135,0.99315
136,1.00285
137,0.99515
138,0.99345
139,1.008
140,1.00605
141,1.00875
142,0.9989
143,1.00165
144,1.0017
145,0.99705
146,1.00015
147,1.0071
148,1.0076
149,1.01715
150,1.01285
151,1.01125
152,1.0128
153,0.9961
154,0.98145
155,0.98025
156,0.9752
157,0.9878
158,0.99005
159,0.99355
160,0.98435
161,0.9856
162,0.9909
163,0.99635
164,0.9921
165,0.9896
166,0.9843
167,0.98915
168,0.99795
169,0.99225
170,1.0137
171,1.02355
172,1.0238
173,1.0173
174,1.0165
175,1.0179
176,1.0187
177,1.02225
178,1.0253
179,1.02125
180,1.01635
181,1.00465
182,1.0085
183,1.01415
184,1.0133
185,1.0183
186,1.0195
187,1.0234
188,1.01895
189,1.01815
190,1.0009
191,1.0104
192,1.00455
193,1.0053
194,1.00805
195,1.017
196,1.01425
197,1.0138
198,1.0126
199,1.01265
200,1.00795
201,1.0204
202,1.01945
203,1.01275
204,1.00245
205,1.00935
206,1.0172
207,1.0053
208,1.00445
209,1.00375
210,1.00365
211,0.99975
212,0.9992
213,0.9915
214,0.99235
215,0.98375
216,0.9846
217,0.98975
218,0.9911
219,0.9938
220,0.99005
221,0.98765
222,0.9934
223,1.0013
224,1.0089
225,1.0165
226,1.0178
227,1.01955
228,1.02325
229,1.022
230,1.01985
231,1.02405
232,1.0293
233,1.02365
234,1.01865
235,1.01715
236,1.0155
237,1.016
238,1.0158
239,1.01125
240,1.00955
241,1.0141
242,1.01065
243,1.0215
244,1.02215
245,1.01245
246,1.018
247,1.019
248,1.0169
249,1.0191
250,1.01165
251,1.0083
252,1.009
253,1.00615
254,1.00155
255,1.00195
256,1.00575
257,1.00545
258,0.99985
259,1.00835
260,1.0105
261,1.0146
262,1.0197
263,1.02265
264,1.0239
265,1.02325
266,1.02465
267,1.0272
268,1.0365
269,1.04335
270,1.04905
271,1.053
272,1.06665
273,1.06915
274,1.0637
275,1.06265
276,1.06355
277,1.0592
278,1.0645
279,1.0613
280,1.05985
281,1.043
282,1.0472
283,1.0512
284,1.0485
285,1.0462
286,1.0511
287,1.06375
288,1.067
289,1.06735
290,1.06255
291,1.06965
292,1.06245
293,1.06495
294,1.0714
295,1.07135
296,1.07525
297,1.06035
298,1.07055
299,1.0686
300,1.07225
301,1.061
302,1.0474
303,1.0357
304,1.03825
305,1.0385
306,1.03465
307,1.03355
308,1.0454
309,1.0643
310,1.06245
311,1.07955
312,1.0826
313,1.09925
314,1.10575
315,1.1278
316,1.1499
317,1.17325
318,1.1474
319,1.1625
320,1.19145
321,1.17855
322,1.185
323,1.1912
324,1.21385
325,1.2538
326,1.2472
327,1.27725
328,1.29485
329,1.27305
330,1.22365
331,1.2004
332,1.21245
333,1.1815
334,1.15015
335,1.16985
336,1.1982
337,1.1893
338,1.19435
339,1.20745
340,1.23815
341,1.21115
342,1.23695
343,1.2258
344,1.2311
345,1.25475
346,1.29705
347,1.26705
348,1.2322
349,1.225
350,1.23215
351,1.23185
352,1.2392
353,1.2484
354,1.2466
355,1.2522
356,1.27585
357,1.2712
358,1.2504
359,1.2626
360,1.2569
361,1.23615
362,1.24785
363,1.23375
364,1.20255
365,1.19155
366,1.2041
367,1.21575
368,1.2216
369,1.21915
370,1.2165
371,1.22145
372,1.22025
373,1.2171
374,1.2176
375,1.2059
376,1.18865
377,1.18425
378,1.1943
379,1.17975
380,1.18675
381,1.2185
382,1.22435
383,1.24865
384,1.25275
385,1.24325
386,1.25365
387,1.267
388,1.2556
389,1.2534
390,1.2318
391,1.22265
392,1.2305
393,1.21105
394,1.2265
395,1.2287
396,1.2447
397,1.22955
398,1.23225
399,1.23245
400,1.2205
401,1.21745
402,1.2437
403,1.23835
404,1.2438
405,1.2353
406,1.2426
407,1.2653
408,1.26105
409,1.2579
410,1.252
411,1.2503
412,1.24225
413,1.2574
414,1.2534
415,1.2759
416,1.29335
417,1.29305
418,1.27315
419,1.29065
420,1.287
421,1.3014
422,1.2792
423,1.28515
424,1.2778
425,1.27185
426,1.2718
427,1.27
428,1.2468
429,1.23945
430,1.24075
431,1.22185
432,1.2321
433,1.2318
434,1.23065
435,1.24185
436,1.2623
437,1.2601
438,1.26
439,1.2376
440,1.22995
441,1.23825
442,1.23735
443,1.23645
444,1.22365
445,1.22795
446,1.22005
447,1.21525
448,1.20325
449,1.20745
450,1.21315
451,1.2391
452,1.2357
453,1.23985
454,1.2229
455,1.20985
456,1.2206
457,1.21945
458,1.2026
459,1.19275
460,1.18525
461,1.17265
462,1.17505
463,1.1659
464,1.17005
465,1.14945
466,1.16675
467,1.1627
468,1.17415
